IPO Date,Symbol,Company Name,IPO Price,Current,Return
"Apr 22, 2021",ZY,"Zymergen, Inc.",$31.00,$4.27,-86.23%
"Apr 22, 2021",KNBE,"KnowBe4, Inc.",$16.00,$23.03,43.94%
"Apr 21, 2021",DV,"DoubleVerify Holdings, Inc.",$27.00,$25.35,-6.11%
"Apr 21, 2021",SKYT,"SkyWater Technology, Inc.",$14.00,$9.23,-34.07%
"Apr 21, 2021",PATH,"UiPath, Inc.",$56.00,$33.36,-40.43%
"Apr 20, 2021",TRKA,"Troika Media Group, Inc.",$4.50,$1.06,-76.44%
"Apr 20, 2021",IFBD,"Infobird Co., Ltd",$4.00,$0.85,-78.75%
"Apr 16, 2021",AKYA,"Akoya Biosciences, Inc.",$20.00,$10.93,-45.35%
"Apr 16, 2021",BMEA,"Biomea Fusion, Inc.",$17.00,$6.34,-62.71%
"Apr 16, 2021",RXRX,"Recursion Pharmaceuticals, Inc.",$18.00,$11.33,-37.06%
"Apr 15, 2021",APP,AppLovin Corporation,$80.00,$61.31,-23.36%
"Apr 15, 2021",KRT,"Karat Packaging, Inc.",$16.00,$16.33,2.06%
"Apr 15, 2021",TSP,"TuSimple Holdings, Inc.",$40.00,$16.04,-59.90%
"Apr 15, 2021",AGL,"agilon health, inc.",$23.00,$16.74,-27.22%
"Apr 15, 2021",EBET,"Esports Technologies, Inc.",$6.00,$11.18,86.33%
"Apr 14, 2021",YTPG,TPG Pace Beneficial II Corp.,$10.00,$9.77,-2.30%
"Apr 14, 2021",COIN,"Coinbase Global, Inc.",$250.00,$181.31,-27.48%
"Apr 14, 2021",ALKT,"Alkami Technology, Inc.",$30.00,$14.60,-51.33%
"Apr 14, 2021",TCVA,TCV Acquisition Corp.,$10.00,$9.71,-2.90%
"Apr 9, 2021",GLSPT,Global SPAC Partners Co.,$10.00,$10.03,0.34%
"Apr 9, 2021",VECT,VectivBio Holding AG,$17.00,$4.60,-72.94%
"Apr 9, 2021",RPHM,"Reneo Pharmaceuticals, Inc.",$15.00,$5.78,-61.47%
"Apr 9, 2021",TPGS,TPG Pace Solutions Corp.,$10.00,$9.97,-0.30%
"Apr 9, 2021",ADF,"Aldel Financial, Inc.",$10.00,$15.62,56.20%
"Apr 8, 2021",TIOA,Tio Tech A,$10.00,$9.73,-2.70%
"Apr 8, 2021",MPAC,Model Performance Acquisition Corp.,$10.00,$10.04,0.35%
"Apr 7, 2021",PANA,Panacea Acquisition Corp. II,$10.00,$9.70,-3.00%
"Apr 7, 2021",CMLT,"CM Life Sciences III, Inc.",$10.00,$8.69,-13.10%
"Apr 6, 2021",ACBA,Ace Global Business Acquisition Limited,$10.00,$10.14,1.35%
"Apr 6, 2021",UTME,UTime Limited,$4.00,$2.05,-48.75%
"Apr 1, 2021",COMP,"Compass, Inc.",$18.00,$7.90,-56.11%
"Apr 1, 2021",EM,Smart Share Global Limited,$8.50,$1.81,-78.71%
"Apr 1, 2021",KARO,Karooooo Ltd.,$47.52,$33.00,-30.56%
"Apr 1, 2021",ULCC,"Frontier Group Holdings, Inc.",$19.00,$12.57,-33.84%
"Mar 31, 2021",COUR,"Coursera, Inc.",$33.00,$19.97,-39.48%
"Mar 31, 2021",MBTC,Nocturne Acquisition Corp.,$10.00,$10.04,0.35%
"Mar 31, 2021",ACHL,Achilles Therapeutics plc,$18.00,$3.59,-80.06%
"Mar 30, 2021",TWOA,two,$10.00,$9.71,-2.90%
"Mar 26, 2021",EWTX,"Edgewise Therapeutics, Inc.",$16.00,$12.62,-21.13%
"Mar 26, 2021",ALHC,"Alignment Healthcare, Inc.",$18.00,$7.72,-57.11%
"Mar 26, 2021",HYW,Hywin Holdings Ltd.,$10.00,$5.72,-42.80%
"Mar 26, 2021",TDUP,"ThredUp, Inc.",$14.00,$7.91,-43.50%
"Mar 26, 2021",IKNA,"Ikena Oncology, Inc.",$16.00,$9.76,-39.00%
"Mar 26, 2021",ZH,"Zhihu, Inc.",$9.50,$3.78,-60.21%
"Mar 26, 2021",DSGN,"Design Therapeutics, Inc.",$20.00,$12.57,-37.15%
"Mar 25, 2021",MSDA,MSD Acquisition Corp.,$10.00,$9.79,-2.10%
"Mar 25, 2021",VZIO,VIZIO Holding Corp.,$21.00,$13.77,-34.43%
"Mar 25, 2021",OLK,Olink Holding AB (publ),$20.00,$16.45,-17.75%
"Mar 25, 2021",LCA,"Landcadia Holdings IV, Inc.",$10.00,$9.72,-2.80%
"Mar 25, 2021",DSEY,"Diversey Holdings, Ltd.",$15.00,$10.87,-27.53%
"Mar 25, 2021",EEIQ,Elite Education Group International Limited,$8.00,$2.90,-63.75%
"Mar 25, 2021",CRCT,"Cricut, Inc.",$20.00,$18.23,-8.85%
"Mar 25, 2021",SEMR,"SEMrush Holdings, Inc.",$14.00,$16.45,17.50%
"Mar 25, 2021",LVTX,LAVA Therapeutics N.V.,$15.00,$5.58,-62.80%
"Mar 24, 2021",DISA,Disruptive Acquisition Corporation I,$10.00,$9.75,-2.50%
"Mar 24, 2021",NGC,Northern Genesis Acquisition Corp. III,$10.00,$9.73,-2.70%
"Mar 24, 2021",KVSB,Khosla Ventures Acquisition Co. II,$10.00,$11.12,11.12%
"Mar 24, 2021",DOCN,"DigitalOcean Holdings, Inc.",$47.00,$53.67,14.19%
"Mar 24, 2021",ACVA,"ACV Auctions, Inc.",$25.00,$11.58,-53.68%
"Mar 24, 2021",DCRC,Decarbonization Plus Acquisition Corporation III,$10.00,$13.01,30.10%
"Mar 24, 2021",KVSC,Khosla Ventures Acquisition Co. III,$10.00,$9.71,-2.90%
"Mar 24, 2021",CRZN,Corazon Capital V838 Monoceros Corp.,$10.00,$9.69,-3.15%
"Mar 23, 2021",OPA,Magnum Opus Acquisition Limited,$10.00,$9.97,-0.30%
"Mar 23, 2021",RKTA,Rocket Internet Growth Opportunities Corp.,$10.00,$9.72,-2.80%
"Mar 23, 2021",ACTD,ArcLight Clean Transition Corp. II,$10.00,$9.87,-1.30%
"Mar 23, 2021",LEGA,"Lead Edge Growth Opportunities, Ltd",$10.00,$9.72,-2.80%
"Mar 23, 2021",VGII,Virgin Group Acquisition Corp. II,$10.00,$9.88,-1.20%
"Mar 23, 2021",MOVE,"Movano, Inc.",$5.00,$2.48,-50.50%
"Mar 23, 2021",NGCA,NextGen Acquisition Corp. II,$10.00,$9.25,-7.50%
"Mar 23, 2021",GGPI,"Gores Guggenheim, Inc.",$10.00,$10.26,2.60%
"Mar 23, 2021",TBSA,TB SA Acquisition Corp.,$10.00,$9.70,-3.00%
"Mar 23, 2021",STRE,"Supernova Partners Acquisition Company III, Ltd.",$10.00,$9.73,-2.70%
"Mar 23, 2021",NBST,Newbury Street Acquisition Corporation,$10.00,$9.70,-3.00%
"Mar 23, 2021",GLHA,Glass Houses Acquisition Corp.,$10.00,$9.67,-3.30%
"Mar 23, 2021",DGNU,Dragoneer Growth Opportunities Corp. III,$10.00,$9.75,-2.50%
"Mar 23, 2021",UPC,"Universe Pharmaceuticals, Inc.",$5.00,$1.50,-70.00%
"Mar 19, 2021",BYTS,BYTE Acquisition Corp.,$10.00,$9.67,-3.30%
"Mar 19, 2021",CNTB,Connect Biopharma Holdings Limited,$17.00,$4.80,-71.76%
"Mar 19, 2021",FNCH,"Finch Therapeutics Group, Inc.",$17.00,$8.29,-51.24%
"Mar 19, 2021",GGMC,Glenfarne Merger Corp.,$10.00,$9.70,-3.00%
"Mar 19, 2021",LDHA,LDH Growth Corp. I,$10.00,$9.71,-2.90%
"Mar 19, 2021",LVRA,Levere Holdings Corp.,$10.00,$9.72,-2.80%
"Mar 19, 2021",LGV,Longview Acquisition Corp. II,$10.00,$9.71,-2.90%
"Mar 19, 2021",AFCG,"AFC Gamma, Inc.",$19.00,$19.84,4.42%
"Mar 19, 2021",TIL,"Instil Bio, Inc.",$20.00,$11.22,-43.90%
"Mar 19, 2021",AFAQ,AF Acquisition Corp.,$10.00,$9.66,-3.40%
"Mar 18, 2021",REVH,Revolution Healthcare Acquisition Corp.,$10.00,$9.72,-2.80%
"Mar 18, 2021",VEI,"Vine Energy, Inc.",$14.00,$17.58,17.58%
"Mar 18, 2021",FMIV,Forum Merger IV Corporation,$10.00,$9.73,-2.70%
"Mar 18, 2021",GXII,GX Acquisition Corp. II,$10.00,$9.68,-3.20%
"Mar 18, 2021",AMAO,"American Acquisition Opportunity, Inc.",$10.00,$10.05,0.50%
"Mar 18, 2021",TUYA,"Tuya, Inc.",$21.00,$5.31,-74.71%
"Mar 18, 2021",AAQC,Accelerate Acquisition Corp.,$10.00,$9.71,-2.90%
"Mar 18, 2021",GANX,"Gain Therapeutics, Inc.",$11.00,$4.55,-58.64%
"Mar 18, 2021",RACB,Research Alliance Corp. II,$10.00,$9.77,-2.30%
"Mar 18, 2021",NAPA,"The Duckhorn Portfolio, Inc.",$15.00,$19.46,29.73%
"Mar 17, 2021",JWEL,Jowell Global Ltd.,$7.00,$3.11,-55.57%
"Mar 17, 2021",GAMC,Golden Arrow Merger Corp.,$10.00,$9.72,-2.80%
"Mar 17, 2021",ATHN,Athena Technology Acquisition Corp.,$10.00,$9.59,-4.10%
"Mar 17, 2021",OLO,"Olo, Inc.",$25.00,$16.42,-34.32%
"Mar 17, 2021",TETC,Tech &amp; Energy Transition Corporation,$10.00,$9.72,-2.80%
"Mar 17, 2021",SNCY,"Sun Country Airlines Holdings, Inc.",$24.00,$26.25,9.38%
"Mar 17, 2021",KSI,Kadem Sustainable Impact Corporation,$10.00,$9.67,-3.30%
"Mar 17, 2021",BGSX,Build Acquisition Corp.,$10.00,$9.75,-2.50%
"Mar 17, 2021",KAHC,KKR Acquisition Holdings I Corp.,$10.00,$9.74,-2.60%
"Mar 16, 2021",WALD,Waldencast Acquisition Corp.,$10.00,$9.89,-1.10%
"Mar 16, 2021",FZT,FAST Acquisition Corp. II,$10.00,$9.73,-2.70%
"Mar 16, 2021",EBAC,European Biotech Acquisition Corp.,$10.00,$9.72,-2.80%
"Mar 16, 2021",PLMI,Plum Acquisition Corp. I,$10.00,$9.70,-3.00%
"Mar 16, 2021",RTPY,Reinvent Technology Partners Y,$10.00,$9.91,9.91%
"Mar 16, 2021",FVIV,Fortress Value Acquisition Corp. IV,$10.00,$9.74,-2.60%
"Mar 12, 2021",GTPA,"Gores Technology Partners, Inc.",$10.00,$9.71,-2.90%
"Mar 12, 2021",FTPA,FTAC Parnassus Acquisition Corp.,$10.00,$9.69,-3.10%
"Mar 12, 2021",MITC,MeaTech 3D Ltd.,$10.30,$5.02,-51.26%
"Mar 12, 2021",RXDX,"Prometheus Biosciences, Inc.",$19.00,$35.29,85.74%
"Mar 12, 2021",JOAN,"JOANN, Inc.",$12.00,$11.12,-7.33%
"Mar 12, 2021",HAYW,"Hayward Holdings, Inc.",$17.00,$18.99,11.71%
"Mar 12, 2021",ROSS,Ross Acquisition Corp. II,$10.00,$9.73,-2.70%
"Mar 12, 2021",LBPH,"Longboard Pharmaceuticals, Inc.",$16.00,$4.28,-73.25%
"Mar 12, 2021",SCAQ,Stratim Cloud Acquisition Corp.,$10.00,$9.68,-3.20%
"Mar 12, 2021",GTPB,"Gores Technology Partners II, Inc.",$10.00,$9.70,-3.00%
"Mar 12, 2021",CFFE,CF Acquisition Corp. VIII,$10.00,$9.95,-0.50%
"Mar 11, 2021",SPKB,Silver Spike Acquisition Corp. II,$10.00,$9.80,-2.00%
"Mar 11, 2021",PTOC,Pine Technology Acquisition Corp.,$10.00,$9.89,-1.10%
"Mar 11, 2021",GAPA,G&amp;P Acquisition Corp.,$10.00,$9.87,-1.35%
"Mar 11, 2021",LCAA,L Catterton Asia Acquisition Corp.,$10.00,$9.70,-3.00%
"Mar 11, 2021",FHS,"First High-School Education Group Co., Ltd.",$10.00,$1.53,-84.70%
"Mar 11, 2021",FRON,Frontier Acquisition Corp.,$10.00,$9.69,-3.10%
"Mar 11, 2021",ATSP,Archimedes Tech SPAC Partners Co.,$10.00,$10.01,0.10%
"Mar 11, 2021",CPNG,"Coupang, Inc.",$35.00,$19.99,-42.89%
"Mar 10, 2021",ESM,ESM Acquisition Corporation,$10.00,$9.70,-3.00%
"Mar 10, 2021",VAQC,Vector Acquisition Corporation II,$10.00,$9.73,-2.70%
"Mar 10, 2021",FRW,PWP Forward Acquisition Corp. I,$10.00,$9.71,-2.90%
"Mar 10, 2021",CLAA,Colonnade Acquisition Corp. II,$10.00,$9.72,-2.80%
"Mar 10, 2021",AGGR,Agile Growth Corp.,$10.00,$9.67,-3.27%
"Mar 10, 2021",RBLX,Roblox Corporation,$45.00,$60.67,34.82%
"Mar 10, 2021",DTOC,Digital Transformation Opportunities Corp.,$10.00,$9.71,-2.90%
"Mar 10, 2021",SBII,Sandbridge X2 Corp.,$10.00,$9.72,-2.80%
"Mar 10, 2021",FRXB,Forest Road Acquisition Corp. II,$10.00,$9.71,-2.90%
"Mar 9, 2021",SVFC,SVF Investment Corp. 3,$10.00,$9.85,-1.50%
"Mar 9, 2021",PDOT,Peridot Acquisition Corp. II,$10.00,$9.71,-2.90%
"Mar 9, 2021",GROY,Gold Royalty Corp.,$5.00,$4.22,-15.60%
"Mar 9, 2021",ACQR,Independence Holdings Corp.,$10.00,$9.71,-2.90%
"Mar 9, 2021",SVFB,SVF Investment Corp. 2,$10.00,$9.78,-2.20%
"Mar 5, 2021",LHAA,Lerer Hippeau Acquisition Corp.,$10.00,$9.67,-3.30%
"Mar 5, 2021",TWNT,Tailwind Two Acquisition Corp.,$10.00,$9.90,-1.00%
"Mar 5, 2021",VPCC,"VPC Impact Acquisition Holdings III, Inc.",$10.00,$8.21,-17.90%
"Mar 5, 2021",IPVA,InterPrivate II Acquisition Corp.,$10.00,$9.70,-3.00%
"Mar 5, 2021",VPCB,VPC Impact Acquisition Holdings II,$10.00,$9.83,-1.70%
"Mar 5, 2021",IPVF,"InterPrivate III Financial Partners, Inc.",$10.00,$9.92,-0.80%
"Mar 5, 2021",FRSG,First Reserve Sustainable Growth Corp.,$10.00,$9.83,-1.70%
"Mar 5, 2021",DMYQ,"dMY Technology Group, Inc. IV",$10.00,$10.81,8.10%
"Mar 5, 2021",ATVC,Tribe Capital Growth Corp. I,$10.00,$9.71,-2.90%
"Mar 5, 2021",WPCB,Warburg Pincus Capital Corporation I-B,$10.00,$9.74,-2.60%
"Mar 5, 2021",IPVI,"InterPrivate IV InfraTech Partners, Inc.",$10.00,$9.74,-2.60%
"Mar 5, 2021",WPCA,Warburg Pincus Capital Corporation I-A,$10.00,$9.75,-2.50%
"Mar 4, 2021",RXRA,RXR Acquisition Corp.,$10.00,$9.73,-2.70%
"Mar 4, 2021",HERA,FTAC Hera Acquisition Corp.,$10.00,$9.73,-2.70%
"Mar 4, 2021",ACAH,Atlantic Coastal Acquisition Corp.,$10.00,$9.87,-1.30%
"Mar 4, 2021",TRCA,Twin Ridge Capital Acquisition Corp.,$10.00,$9.71,-2.90%
"Mar 4, 2021",AURC,Aurora Acquisition Corp.,$10.00,$9.91,-0.90%
"Mar 4, 2021",MBAC,M3-Brigade Acquisition II Corp.,$10.00,$9.99,-0.10%
"Mar 4, 2021",PSAG,Property Solutions Acquisition Corp. II,$10.00,$9.70,-3.00%
"Mar 4, 2021",INNV,Innovage Holding Corp.,$21.00,$4.92,-76.57%
"Mar 4, 2021",ATAQ,Altimar Acquisition Corp. III,$10.00,$9.74,-2.60%
"Mar 4, 2021",KVSA,Khosla Ventures Acquisition Co.,$10.00,$9.74,-2.60%
"Mar 3, 2021",MACC,Mission Advancement Corp.,$10.00,$9.71,-2.90%
"Mar 3, 2021",OSCR,"Oscar Health, Inc.",$39.00,$6.26,-83.95%
"Mar 3, 2021",ROCR,Roth CH Acquisition III Co.,$10.00,$9.98,-0.20%
"Mar 3, 2021",ISOS,Isos Acquisition Corp.,$10.00,$10.00,0.00%
"Mar 2, 2021",NSTD,Northern Star Investment Corp. IV,$10.00,$9.71,-2.90%
"Mar 2, 2021",LOKM,Live Oak Mobility Acquisition Corp.,$10.00,$9.72,-2.80%
"Mar 2, 2021",HYAC,Haymaker Acquisition Corp. III,$10.00,$9.85,-1.50%
"Mar 2, 2021",ANZU,Anzu Special Acquisition Corp. I,$10.00,$9.73,-2.70%
"Mar 2, 2021",ARRW,Arrowroot Acquisition Corp.,$10.00,$9.70,-3.00%
"Mar 2, 2021",NDAC,Nightdragon Acquisition Corp.,$10.00,$9.69,-3.10%
"Mar 2, 2021",AMPI,"Advanced Merger Partners, Inc.",$10.00,$9.70,-3.00%
"Mar 2, 2021",SNII,"Supernova Partners Acquisition Company II, Ltd.",$10.00,$9.90,-1.00%
"Mar 2, 2021",OHPA,Orion Acquisition Corp.,$10.00,$9.70,-3.00%
"Mar 2, 2021",FTEV,FinTech Evolution Acquisition Group,$10.00,$9.70,-3.00%
"Mar 2, 2021",TSPQ,TCW Special Purpose Acquisition Corp.,$10.00,$9.72,-2.80%
"Mar 2, 2021",DHCA,DHC Acquisition Corp.,$10.00,$9.71,-2.90%
"Mar 2, 2021",DHBC,DHB Capital Corp.,$10.00,$9.70,-3.00%
"Mar 2, 2021",NSTC,Northern Star Investment Corp. III,$10.00,$9.72,-2.80%
"Mar 2, 2021",GBRG,Goldenbridge Acquisition Limited,$10.00,$9.98,-0.20%
"Feb 26, 2021",AGAC,African Gold Acquisition Corporation,$10.00,$9.72,-2.80%
"Feb 26, 2021",SBEA,SilverBox Engaged Merger Corp. I,$10.00,$10.05,0.50%
"Feb 26, 2021",KCAC.D2,Kensington Capital Acquisition Corp. II,$10.00,$8.07,8.07%
"Feb 26, 2021",AUS,Austerlitz Acquisition Corporation I,$10.00,$9.74,-2.60%
"Feb 26, 2021",FSNB,Fusion Acquisition Corp. II,$10.00,$9.72,-2.80%
"Feb 26, 2021",ARYD,ARYA Sciences Acquisition Corp. IV,$10.00,$9.91,-0.90%
"Feb 26, 2021",LIII,Leo Holdings III Corp.,$10.00,$9.45,-5.50%
"Feb 26, 2021",WARR,Warrior Technologies Acquisition Company,$10.00,$9.84,-1.60%
"Feb 26, 2021",ASZ,Austerlitz Acquisition Corporation II,$10.00,$9.74,-2.60%
"Feb 26, 2021",TWLV,Twelve Seas Investment Company II,$10.00,$9.73,-2.70%
"Feb 26, 2021",IBER,Ibere Pharmaceuticals,$10.00,$9.69,-3.10%
"Feb 26, 2021",FACT,Freedom Acquisition I Corp.,$10.00,$9.72,-2.80%
"Feb 26, 2021",MACQ,MCAP Acquisition Corporation,$10.00,$9.66,-3.40%
"Feb 25, 2021",HUGS,USHG Acquisition Corp.,$10.00,$10.37,3.70%
"Feb 25, 2021",ISLE,Isleworth Healthcare Acquisition Corp.,$10.00,$9.84,-1.60%
"Feb 25, 2021",EJFA,EJF Acquisition Corp.,$10.00,$9.96,-0.45%
"Feb 25, 2021",GIIX,"Gores Holdings VIII, Inc.",$10.00,$9.93,-0.70%
"Feb 25, 2021",SCR,"Score Media &amp; Gaming, Inc.",$27.00,$35.58,35.58%
"Feb 25, 2021",FLME,Flame Acquisition Corp.,$10.00,$9.70,-3.00%
"Feb 24, 2021",SRNG,Soaring Eagle Acquisition Corp.,$10.00,$12.18,12.18%
"Feb 24, 2021",BOAS,BOA Acquisition Corp.,$10.00,$9.86,-1.40%
"Feb 24, 2021",GLBL,Cartesian Growth Corporation,$10.00,$9.90,-1.00%
"Feb 24, 2021",HIII,Hudson Executive Investment Corp. III,$10.00,$9.72,-2.80%
"Feb 24, 2021",COLI,"Colicity, Inc.",$10.00,$9.70,-3.05%
"Feb 23, 2021",ANAC,Arctos NorthStar Acquisition Corp.,$10.00,$9.71,-2.90%
"Feb 23, 2021",SLAM,Slam Corp.,$10.00,$9.71,-2.90%
"Feb 23, 2021",CMII,"CM Life Sciences II, Inc.",$10.00,$10.63,10.63%
"Feb 23, 2021",FTAA,FTAC Athena Acquisition Corp.,$10.00,$9.93,-0.70%
"Feb 23, 2021",GSEV,"Gores Holdings VII, Inc.",$10.00,$9.75,-2.50%
"Feb 23, 2021",VELO,Velocity Acquisition Corp.,$10.00,$9.72,-2.85%
"Feb 19, 2021",CFVI,CF Acquisition Corp. VI,$10.00,$12.02,20.20%
"Feb 19, 2021",BRPM,B. Riley Principal 150 Merger Corp.,$10.00,$9.88,-1.20%
"Feb 19, 2021",SPGS,"Simon Property Group Acquisition Holdings, Inc.",$10.00,$9.73,-2.70%
"Feb 19, 2021",FACA,Figure Acquisition Corp. I,$10.00,$9.89,-1.10%
"Feb 19, 2021",ASPC,Alpha Capital Acquisition Company,$10.00,$9.87,-1.30%
"Feb 19, 2021",TWNI,Tailwind International Acquisition Corp.,$10.00,$9.72,-2.80%
"Feb 18, 2021",KIII,Kismet Acquisition Three Corp.,$10.00,$9.71,-2.90%
"Feb 18, 2021",KAII,Kismet Acquisition Two Corp.,$10.00,$9.69,-3.10%
"Feb 18, 2021",FSRX,FinServ Acquisition Corp. II,$10.00,$9.71,-2.95%
"Feb 17, 2021",VRPX,"Virpax Pharmaceuticals, Inc.",$10.00,$2.00,-80.00%
"Feb 17, 2021",FSII,FS Development Corp. II,$10.00,$9.80,-2.00%
"Feb 17, 2021",NVSA,New Vista Acquisition Corp.,$10.00,$9.70,-3.00%
"Feb 17, 2021",PFDR,Pathfinder Acquisition Corporation,$10.00,$9.72,-2.80%
"Feb 17, 2021",MACA,Moringa Acquisition Corp.,$10.00,$9.72,-2.80%
"Feb 17, 2021",AUUD,"Auddia, Inc.",$4.13,$1.60,-61.21%
"Feb 17, 2021",SPTK,SportsTek Acquisition Corp.,$10.00,$9.67,-3.30%
"Feb 17, 2021",ABGI,ABG Acquisition Corp. I,$10.00,$9.70,-3.00%
"Feb 16, 2021",MSAC,Medicus Sciences Acquisition Corp.,$10.00,$9.71,-2.91%
"Feb 12, 2021",CHAA,Catcha Investment Corp.,$10.00,$9.70,-3.00%
"Feb 12, 2021",SLAC,Social Leverage Acquisition Corp. I,$10.00,$9.72,-2.80%
"Feb 12, 2021",TSIB,Tishman Speyer Innovation Corp. II,$10.00,$9.73,-2.70%
"Feb 12, 2021",BITE,Bite Acquisition Corp.,$10.00,$9.70,-3.05%
"Feb 12, 2021",LGVN,"Longeveron, Inc.",$10.00,$7.08,-29.20%
"Feb 12, 2021",TLIS,Talis Biomedical Corporation,$16.00,$2.54,-84.13%
"Feb 12, 2021",SCLE,Broadscale Acquisition Corp.,$10.00,$9.85,-1.50%
"Feb 12, 2021",RCLF,Rosecliff Acquisition Corp. I,$10.00,$9.84,-1.60%
"Feb 12, 2021",TCAC,Tuatara Capital Acquisition Corporation,$10.00,$9.91,-0.90%
"Feb 12, 2021",NEXI,"NexImmune, Inc.",$17.00,$2.69,-84.18%
"Feb 12, 2021",CCVI,Churchill Capital Corp. VI,$10.00,$9.79,-2.10%
"Feb 12, 2021",CVII,Churchill Capital Corp. VII,$10.00,$9.75,-2.50%
"Feb 12, 2021",DBTX,"Decibel Therapeutics, Inc.",$18.00,$4.03,-77.61%
"Feb 11, 2021",BVS,"Bioventus, Inc.",$13.00,$12.20,-6.15%
"Feb 11, 2021",BMBL,"Bumble, Inc.",$43.00,$27.32,-36.47%
"Feb 11, 2021",PUCK,Goal Acquisitions Corp.,$10.00,$9.71,-2.90%
"Feb 11, 2021",SGFY,"Signify Health, Inc.",$24.00,$12.77,-46.79%
"Feb 11, 2021",APR,"Apria, Inc.",$20.00,$37.28,86.40%
"Feb 11, 2021",IACB,ION Acquisition Corp. 2 Ltd.,$10.00,$7.95,-20.50%
"Feb 11, 2021",LDI,"loanDepot, Inc.",$14.00,$3.81,-72.79%
"Feb 10, 2021",SCOB,ScION Tech Growth II,$10.00,$9.74,-2.60%
"Feb 10, 2021",BPTS,Biophytis S.A.,$16.75,$4.43,-73.55%
"Feb 10, 2021",FORE,Foresight Acquisition Corp.,$10.00,$9.48,-5.20%
"Feb 10, 2021",APGB,Apollo Strategic Growth Capital II,$10.00,$9.74,-2.60%
"Feb 10, 2021",DSP,"Viant Technology, Inc.",$25.00,$7.13,-71.48%
"Feb 10, 2021",XPDI,Power &amp; Digital Infrastructure Acquisition Corp.,$10.00,$9.60,-4.00%
"Feb 10, 2021",VLON,"Vallon Pharmaceuticals, Inc.",$8.00,$4.70,-41.25%
"Feb 10, 2021",LGAC,Lazard Growth Acquisition Corp. I,$10.00,$9.72,-2.80%
"Feb 9, 2021",ENNV,ECP Environmental Growth Opportunities Corp.,$10.00,$7.82,-21.80%
"Feb 9, 2021",PGRW,Progress Acquisition Corp.,$10.00,$9.79,-2.10%
"Feb 9, 2021",ADRA,Adara Acquisition Corp.,$10.00,$9.78,-2.20%
"Feb 9, 2021",CPTK,Crown PropTech Acquisitions,$10.00,$9.91,-0.90%
"Feb 9, 2021",SPAQ,Spartan Acquisition Corp. III,$10.00,$9.91,-0.90%
"Feb 9, 2021",PMGM,Priveterra Acquisition Corp.,$10.00,$9.73,-2.70%
"Feb 9, 2021",PICC,Pivotal Investment Corporation III,$10.00,$9.74,-2.60%
"Feb 9, 2021",RAAS,Cloopen Group Holding Limited,$16.00,$1.88,-88.25%
"Feb 9, 2021",VENA,Venus Acquisition Corporation,$10.00,$10.09,0.90%
"Feb 9, 2021",GIG,"GigCapital4, Inc.",$10.00,$10.03,0.30%
"Feb 9, 2021",EVOJ,Evo Acquisition Corp.,$10.00,$9.69,-3.10%
"Feb 9, 2021",SDH,"Global Internet of People, Inc.",$4.00,$1.47,-63.25%
"Feb 9, 2021",ADAG,"Adagene, Inc.",$19.00,$7.34,-61.37%
"Feb 8, 2021",BAOS,Baosheng Media Group Holdings Limited,$5.00,$0.79,-84.20%
"Feb 5, 2021",SDAC,Sustainable Development Acquisition I Corp.,$10.00,$9.78,-2.20%
"Feb 5, 2021",PHVS,"Pharvaris, N.V",$20.00,$17.50,-12.50%
"Feb 5, 2021",EVAX,Evaxion Biotech A/S,$10.00,$3.11,-68.90%
"Feb 5, 2021",CNEY,"CN Energy Group, Inc.",$4.00,$1.76,-56.00%
"Feb 5, 2021",BOLT,"Bolt Biotherapeutics, Inc.",$20.00,$3.39,-83.05%
"Feb 5, 2021",GSQD,"G Squared Ascend I, Inc.",$10.00,$9.88,-1.20%
"Feb 5, 2021",ATMR,Altimar Acquisition Corp. II,$10.00,$10.53,5.30%
"Feb 5, 2021",FWAA,Fifth Wall Acquisition Corp. I,$10.00,$12.10,12.10%
"Feb 5, 2021",JOFF,JOFF Fintech Acquisition Corp.,$10.00,$9.70,-3.00%
"Feb 5, 2021",CPUH,Compute Health Acquisition Corp.,$10.00,$9.76,-2.40%
"Feb 5, 2021",IMCR,Immunocore Holdings plc,$26.00,$24.44,-6.00%
"Feb 5, 2021",TERN,"Terns Pharmaceuticals, Inc.",$17.00,$4.45,-73.82%
"Feb 5, 2021",QFTA,Quantum FinTech Acquisition Corporation,$10.00,$9.89,-1.10%
"Feb 5, 2021",KURI,Alkuri Global Acquisition Corp.,$10.00,$9.20,9.20%
"Feb 5, 2021",ANGN,Angion Biomedica Corp.,$16.00,$2.54,-84.13%
"Feb 5, 2021",HHLA,HH&amp;L Acquisition Co.,$10.00,$9.70,-3.00%
"Feb 5, 2021",VOR,"Vor Biopharma, Inc.",$18.00,$7.39,-58.94%
"Feb 5, 2021",RMGC,RMG Acquisition Corp. III,$10.00,$9.74,-2.65%
"Feb 5, 2021",COVA,COVA Acquisition Corp.,$10.00,$9.72,-2.80%
"Feb 5, 2021",LHDX,"Lucira Health, Inc.",$17.00,$5.07,-70.18%
"Feb 5, 2021",TBCP,"Thunder Bridge Capital Partners III, Inc.",$10.00,$9.72,-2.80%
"Feb 4, 2021",SNSE,"Sensei Biotherapeutics, Inc.",$19.00,$4.50,-76.32%
"Feb 4, 2021",CENH,Centricus Acquisition Corp.,$10.00,$8.35,8.35%
